avg_perplexity is:	3.2879167993992175
bennet whose dislike of his general behaviour was sharpened into particular resentment by his having slighted one of her daughters	pp=3.262387723272671
elizabeth bennet had been obliged by the scarcity of gentlemen to sit down for two dances and during part of that time mr	pp=3.72543519451759
bingley who came from the dance for a few minutes to press his friend to join it	pp=3.172250940544754
come darcy said he i must have you dance	pp=3.118344117095013
i hate to see you standing about by yourself in this stupid manner	pp=3.1787056762693684
you had much better dance	pp=1.9966778371096687
at such an assembly as this it would be insupportable	pp=4.044824952930578
i would not be so fastidious as you are cried bingley for a kingdom upon my honour i never met with so many pleasant girls in my life as i have this evening and there are several of them you see uncommonly pretty	pp=4.299921283814971
_you_ are dancing with the only handsome girl in the room said mr	pp=3.3963805373559826
darcy looking at the eldest miss bennet	pp=1.8999050660669876
oh she is the most beautiful creature i ever beheld but there is one of her sisters sitting down just behind you who is very pretty and i dare say very agreeable	pp=4.495381539089498
do let me ask my partner to introduce you	pp=2.448026198910385
which do you mean	pp=1.4137973298460218
and turning round he looked for a moment at elizabeth till catching her eye he withdrew his own and coldly said she is tolerable but not handsome enough to tempt _me_ and i am in no humour at present to give consequence to young ladies who are slighted by other men	pp=4.342102962509524
you had better return to your partner and enjoy her smiles for you are wasting your time with me mr	pp=3.4233174489830724
bingley followed his advice mr	pp=1.7260219106001453
darcy walked off and elizabeth remained with no very cordial feelings towards him	pp=2.832883708350138
she told the story however with great spirit among her friends for she had a lively playful disposition which delighted in any thing ridiculous	pp=3.7583525733476577
the evening altogether passed off pleasantly to the whole family mrs	pp=3.049367244508604
bennet had seen her eldest daughter much admired by the netherfield party mr	pp=3.143641361205754
bingley had danced with her twice and she had been distinguished by his sisters	pp=3.659953765095211
jane was as much gratified by this as her mother could be though in a quieter way	pp=3.672545878461982
elizabeth felt janes pleasure	pp=1.4122717850384834
mary had heard herself mentioned to miss bingley as the most accomplished girl in the neighbourhood and catherine and lydia had been fortunate enough to be never without partners which was all that they had yet learnt to care for at a ball	pp=4.500607964161172
they returned therefore in good spirits to longbourn the village where they lived and of which they were the principal inhabitants	pp=3.2194375449719566
they found mr	pp=2.232600202109382
bennet still up	pp=2.2756314258413615
with a book he was regardless of time and on the present occasion he had a good deal of curiosity as to the event of an evening which had raised such splendid expectations	pp=4.233874052176565
he had rather hoped that all his wifes views on the stranger would be disappointed but he soon found that he had a very different story to hear	pp=4.31084959331966
oh my dear mr	pp=2.2067843116580996
bennet as she entered the room we have had a most delightful evening a most excellent ball	pp=3.597267573005947
i wish you had been there	pp=1.5983356990999693
jane was so admired nothing could be like it	pp=2.8065521792716197
every body said how well she looked and mr	pp=2.6501150411064502
bingley thought her quite beautiful and danced with her twice	pp=2.290692566481456
only think of _that_ my dear he actually danced with her twice and she was the only creature in the room that he asked a second time	pp=3.9812056195812078
then the two third he danced with miss king and the two fourth with maria lucas and the two fifth with jane again and the two sixth with lizzy and the boulanger  if he had had any compassion for _me_ cried her husband impatiently he would not have danced half so much for gods sake say no more of his partners	pp=4.45687326463035
oh that he had sprained his ancle in the first dance  oh my dear continued mrs	pp=4.653789027976602
bennet i am quite delighted with him	pp=3.419673859010369
he is so excessively handsome and his sisters are charming women	pp=3.22627790527391
i never in my life saw any thing more elegant than their dresses	pp=2.8112681938583055
hursts gown  here she was interrupted again mr	pp=2.3264866745240598
bennet protested against any description of finery	pp=2.1572173367192393
she was therefore obliged to seek another branch of the subject and related with much bitterness of spirit and some exaggeration the shocking rudeness of mr darcy	pp=3.5480343861037005
but i can assure you she added that lizzy does not lose much by not suiting _his_ fancy for he is a most disagreeable horrid man not at all worth pleasing	pp=4.07190742125866
so high and so conceited that there was no enduring him he walked here and he walked there fancying himself so very great not handsome enough to dance with i wish you had been there my dear to have given him one of your set downs	pp=3.9374077965885186
i quite detest the man chapter iv	pp=2.1497178798738568
when jane and elizabeth were alone the former who had been cautious in her praise of mr	pp=3.7043960527602975
he is just what a young man ought to be said she sensible good humoured lively and i never saw such happy mannersso much ease with such perfect good breeding  he is also handsome replied elizabeth which a young man ought likewise to be if he possibly can	pp=4.242460006955859
his character is thereby complete	pp=1.740770255561637
i was very much flattered by his asking me to dance a second time	pp=2.932932097309614
i did not expect such a compliment	pp=3.4685108776258433
did not you	pp=2.8098695340375834
_i_ did for you	pp=1.397834908133833
but that is one great difference between us	pp=2.8840577612664977
compliments always take _you_ by surprise and _me_ never	pp=2.661373194341227
what could be more natural than his asking you again	pp=2.827968284016317
he could not help seeing that you were about five times as pretty as every other woman in the room	pp=4.189230869471698
no thanks to his gallantry for that	pp=2.1529933886438677
you have liked many a stupider person	pp=2.404581346252874
dear lizzy  oh you are a great deal too apt you know to like people in general	pp=3.8863088813200886
you never see a fault in any body	pp=2.321366049941196
i never heard you speak ill of a human being in my life	pp=3.272196484604084
i would wish not to be hasty in censuring any one but i always speak what i think	pp=4.040616436722749
i know you do and it is _that_ which makes the wonder	pp=3.7677268591178366
with _your_ good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enoughone meets it every where	pp=3.6698996434829474
but to be candid without ostentation or designto take the good of every bodys character and make it still better and say nothing of the badbelongs to you alone	pp=3.6881953951968085
and so you like this mans sisters too do you	pp=2.61409578188238
their manners are not equal to his	pp=2.3378732090071113
but they are very pleasing women when you converse with them	pp=2.871138265644271
miss bingley is to live with her brother and keep his house and i am much mistaken if we shall not find a very charming neighbour in her	pp=4.236321945904325
elizabeth listened in silence but was not convinced their behaviour at the assembly had not been calculated to please in general and with more quickness of observation and less pliancy of temper than her sister and with a judgment too unassailed by any attention to herself she was very little disposed to approve them	pp=4.5199397283684775
they were in fact very fine ladies not deficient in good humour when they were pleased nor in the power of being agreeable where they chose it but proud and conceited	pp=4.051384907696959
they were rather handsome had been educated in one of the first private seminaries in town had a fortune of twenty thousand pounds were in the habit of spending more than they ought and of associating with people of rank and were therefore in every respect entitled to think well of themselves and meanly of others	pp=4.141524913045382
they were of a respectable family in the north of england a circumstance more deeply impressed on their memories than that their brothers fortune and their own had been acquired by trade mr	pp=3.6483286989033776
bingley inherited property to the amount of nearly an hundred thousand pounds from his father who had intended to purchase an estate but did not live to do itmr	pp=3.4162159690106617
bingley intended it likewise and sometimes made choice of his county but as he was now provided with a good house and the liberty of a manor it was doubtful to many of those who best knew the easiness of his temper whether he might not spend the remainder of his days at netherfield and leave the next generation to purchase	pp=4.114077175842131
his sisters were very anxious for his having an estate of his own but though he was now established only as a tenant miss bingley was by no means unwilling to preside at his table nor was mrs	pp=4.5420458328358775
hurst who had married a man of more fashion than fortune less disposed to consider his house as her home when it suited her mr	pp=3.589133845250691
bingley had not been of age two years when he was tempted by an accidental recommendation to look at netherfield house	pp=3.90008301178739
he did look at it and into it for half an hour was pleased with the situation and the principal rooms satisfied with what the owner said in its praise and took it immediately	pp=3.6514363610373706
between him and darcy there was a very steady friendship in spite of a great opposition of characterbingley was endeared to darcy by the easiness openness ductility of his temper though no disposition could offer a greater contrast to his own and though with his own he never appeared dissatisfied	pp=4.474090094956988
on the strength of darcys regard bingley had the firmest reliance and of his judgment the highest opinion	pp=3.5349051563095237
bingley was by no means deficient but darcy was clever	pp=2.8714056514394146
he was at the same time haughty reserved and fastidious and his manners though well bred were not inviting	pp=3.1281728149055943
in that respect his friend had greatly the advantage	pp=3.0852105457860377
bingley was sure of being liked wherever he appeared darcy was continually giving offence	pp=3.2183711824153542
the manner in which they spoke of the meryton assembly was sufficiently characteristic	pp=3.351376309198902
bingley had never met with pleasanter people or prettier girls in his life every body had been most kind and attentive to him there had been no formality no stiffness he had soon felt acquainted with all the room and as to miss bennet he could not conceive an angel more beautiful	pp=4.465852373161333
darcy on the contrary had seen a collection of people in whom there was little beauty and no fashion for none of whom he had felt the smallest interest and from none received either attention or pleasure	pp=4.135422981415589
miss bennet he acknowledged to be pretty but she smiled too much mrs	pp=3.134883839808656
hurst and her sister allowed it to be sobut still they admired her and liked her and pronounced her to be a sweet girl and one whom they should not object to know more of	pp=4.523990720857455
miss bennet was therefore established as a sweet girl and their brother felt authorised by such commendation to think of her as he chose chapter v	pp=3.891147964462534
within a short walk of longbourn lived a family with whom the bennets were particularly intimate	pp=3.476292347584226
sir william lucas had been formerly in trade in meryton where he had made a tolerable fortune and risen to the honour of knighthood by an address to the king during his mayoralty	pp=3.908498089471309
the distinction had perhaps been felt too strongly	pp=2.369195731087052
it had given him a disgust to his business and to his residence in a small market town and quitting them both he had removed with his family to a house about a mile from meryton denominated from that period lucas lodge where he could think with pleasure of his own importance and unshackled by business occupy himself solely in being civil to all the world	pp=4.138456411412651
for though elated by his rank it did not render him supercilious on the contrary he was all attention to every body	pp=3.7002127696078464
by nature inoffensive friendly and obliging his presentation at st	pp=2.340897452762621
lady lucas was a very good kind of woman not too clever to be a valuable neighbour to mrs	pp=3.9977784458859684
bennetthey had several children	pp=1.4136906803713338
the eldest of them a sensible intelligent young woman about twentyseven was elizabeths intimate friend	pp=2.993536258298871
that the miss lucases and the miss bennets should meet to talk over a ball was absolutely necessary and the morning after the assembly brought the former to longbourn to hear and to communicate	pp=4.022064550629141
bennet with civil selfcommand to miss lucas	pp=2.144702730295155
_you_ were mr	pp=1.573991148569404
bingleys first choice	pp=1.5868903740159865
yesbut he seemed to like his second better	pp=2.5256247953464315
to be sure that _did_ seem as if he admired herindeed i rather believe he _did_i heard something about itbut i hardly know whatsomething about mr robinson	pp=4.283302812001374
perhaps you mean what i overheard between him and mr	pp=2.9251748939912017
robinson did not i mention it to you mr	pp=2.8983017652133833
robinsons asking him how he liked our meryton assemblies and whether he did not think there were a great many pretty women in the room and _which_ he thought the prettiest	pp=4.664679572698752
and his answering immediately to the last questionoh the eldest miss bennet beyond a doubt there cannot be two opinions on that point	pp=3.395021684438971
upon my wordwell that was very decided indeedthat does seem as ifbut however it may all come to nothing you know	pp=3.1958838259422557
_my_ overhearings were more to the purpose than _yours_ eliza said charlotte mr	pp=2.9678088257828286
darcy is not so well worth listening to as his friend is hepoor elizato be only just _tolerable_	pp=3.6924912314074056
i beg you would not put it into lizzys head to be vexed by his illtreatment for he is such a disagreeable man that it would be quite a misfortune to be liked by him mrs	pp=4.446184157201136
long told me last night that he sat close to her for half an hour without once opening his lips	pp=3.77480845370692
are you quite sure maamis not there a little mistake	pp=2.544293183224453
said janei certainly saw mr	pp=1.7257880204144
darcy speaking to her	pp=1.3871771300996152
ayebecause she asked him at last how he liked netherfield and he could not help answering herbut she said he seemed very angry at being spoke to	pp=4.061099087558054
miss bingley told me said jane that he never speaks much unless among his intimate acquaintance	pp=3.5984862111114237
with _them_ he is remarkably agreeable	pp=1.9895091011560335
i do not believe a word of it my dear	pp=3.60969244233632
if he had been so very agreeable he would have talked to mrs long	pp=4.243455985077559
but i can guess how it was every body says that he is ate up with pride and i dare say he had heard somehow that mrs	pp=4.210409249032164
i do not mind his not talking to mrs	pp=3.7300861913704666
long said miss lucas but i wish he had danced with eliza	pp=3.2814510914958523
another time lizzy said her mother i would not dance with _him_ if i were you	pp=3.8193993154837957
his pride said miss lucas does not offend _me_ so much as pride often does because there is an excuse for it	pp=3.8471713816816253
if i may so express it he has a _right_ to be proud	pp=3.1184963122985923
that is very true replied elizabeth and i could easily forgive _his_ pride if he had not mortified _mine_	pp=4.1540039731039995
pride observed mary who piqued herself upon the solidity of her reflections is a very common failing i believe	pp=3.4868970932458554
a person may be proud without being vain	pp=2.362368737877289
pride relates more to our opinion of ourselves vanity to what we would have others think of us	pp=3.167516322519182
if i were as rich as mr	pp=2.671154750502795
i would keep a pack of foxhounds and drink a bottle of wine every day	pp=2.891107767759746
then you would drink a great deal more than you ought said mrs	pp=3.3531519552272386
bennet and if i were to see you at it i should take away your bottle directly	pp=3.8474447348203036
the boy protested that she should not she continued to declare that she would and the argument ended only with the visit chapter vi	pp=3.7248453808882402
the ladies of longbourn soon waited on those of netherfield	pp=2.7661483753036964
the visit was returned in due form	pp=2.4031043995233587
hurst and miss bingley and though the mother was found to be intolerable and the younger sisters not worth speaking to a wish of being better acquainted with _them_ was expressed towards the two eldest	pp=3.778029203461736
by jane this attention was received with the greatest pleasure but elizabeth still saw superciliousness in their treatment of every body hardly excepting even her sister and could not like them though their kindness to jane such as it was had a value as arising in all probability from the influence of their brothers admiration	pp=4.420643936442045
it was generally evident whenever they met that he _did_ admire her and to _her_ it was equally evident that jane was yielding to the preference which she had begun to entertain for him from the first and was in a way to be very much in love but she considered with pleasure that it was not likely to be discovered by the world in general since jane united with great strength of feeling a composure of temper and a uniform cheerfulness of manner which would guard her from the suspicions of the impertinent	pp=4.312297137070167
she mentioned this to her friend miss lucas	pp=2.1029781981481657
it may perhaps be pleasant replied charlotte to be able to impose on the public in such a case but it is sometimes a disadvantage to be so very guarded	pp=4.497503372682312
if a woman conceals her affection with the same skill from the object of it she may lose the opportunity of fixing him and it will then be but poor consolation to believe the world equally in the dark	pp=3.9672153895095867
there is so much of gratitude or vanity in almost every attachment that it is not safe to leave any to itself	pp=3.982238368927986
we can all _begin_ freelya slight preference is natural enough but there are very few of us who have heart enough to be really in love without encouragement	pp=3.766924953264468
in nine cases out of ten a woman had better shew _more_ affection than she feels	pp=3.0168309331748335
bingley likes your sister undoubtedly but he may never do more than like her if she does not help him on	pp=3.560923138897649
if _i_ can perceive her regard for him he must be a simpleton indeed not to discover it too	pp=4.038040825203991
remember eliza that he does not know janes disposition as you do	pp=3.5955374978231
but if a woman is partial to a man and does not endeavour to conceal it he must find it out	pp=3.817112272966139
perhaps he must if he sees enough of her	pp=2.44223449868313
jane should therefore make the most of every half hour in which she can command his attention	pp=3.4480802368387815
your plan is a good one replied elizabeth where nothing is in question but the desire of being well married and if i were determined to get a rich husband or any husband i dare say i should adopt it	pp=4.162266292173329
but these are not janes feelings she is not acting by design	pp=3.119235337621795
as yet she cannot even be certain of the degree of her own regard nor of its reasonableness	pp=3.4211325157068484
she danced four dances with him at meryton she saw him one morning at his own house and has since dined in company with him four times	pp=3.8177036917454363
this is not quite enough to make her understand his character	pp=3.9449246833941802
had she merely _dined_ with him she might only have discovered whether he had a good appetite but you must remember that four evenings have been also spent togetherand four evenings may do a great deal	pp=3.788788505000155
well said charlotte i wish jane success with all my heart and if she were married to him tomorrow i should think she had as good a chance of happiness as if she were to be studying his character for a twelvemonth	pp=4.226471147284271
happiness in marriage is entirely a matter of chance	pp=2.9397152044073063
they always continue to grow sufficiently unlike afterwards to have their share of vexation and it is better to know as little as possible of the defects of the person with whom you are to pass your life	pp=3.9544529782399254
you know it is not sound and that you would never act in this way yourself	pp=4.401104057662756
occupied in observing mr	pp=1.3997544161935518
darcy had at first scarcely allowed her to be pretty he had looked at her without admiration at the ball and when they next met he looked at her only to criticise	pp=4.490064340024209
but no sooner had he made it clear to himself and his friends that she had hardly a good feature in her face than he began to find it was rendered uncommonly intelligent by the beautiful expression of her dark eyes	pp=4.192602963357472
to this discovery succeeded some others equally mortifying	pp=2.3732019257035515
though he had detected with a critical eye more than one failure of perfect symmetry in her form he was forced to acknowledge her figure to be light and pleasing and in spite of his asserting that her manners were not those of the fashionable world he was caught by their easy playfulness	pp=4.202880754937272
he began to wish to know more of her and as a step towards conversing with her himself attended to her conversation with others	pp=3.768262539081513
his doing so drew her notice	pp=1.9684717589496412
it was at sir william lucass where a large party were assembled	pp=3.0579169103850794
what does mr	pp=2.2555353509701574
darcy mean said she to charlotte by listening to my conversation with colonel forster	pp=3.0153790440312878
that is a question which mr	pp=1.8139712909222774
darcy only can answer	pp=1.4132865073861238
but if he does it any more i shall certainly let him know that i see what he is about	pp=4.403671221180477
he has a very satirical eye and if i do not begin by being impertinent myself i shall soon grow afraid of him	pp=4.405461105156138
on his approaching them soon afterwards though without seeming to have any intention of speaking miss lucas defied her friend to mention such a subject to him which immediately provoking elizabeth to do it she turned to him and said  did not you think mr	pp=4.2829372973294495
darcy that i expressed myself uncommonly well just now when i was teazing colonel forster to give us a ball at meryton	pp=3.678565606652637
with great energybut it is a subject which always makes a lady energetic	pp=3.6994136730864584
you are severe on us	pp=1.7241884852145744
it will be _her_ turn soon to be teazed said miss lucas	pp=3.71501386854092
i am going to open the instrument eliza and you know what follows	pp=2.9159726452373818
you are a very strange creature by way of a friendalways wanting me to play and sing before any body and every bodyif my vanity had taken a musical turn you would have been invaluable but as it is i would really rather not sit down before those who must be in the habit of hearing the very best performers	pp=4.4786137296129
on miss lucass persevering however she added very well if it must be so it must	pp=3.3368778014038396
and gravely glancing at mr	pp=1.7128358762720206
her performance was pleasing though by no means capital	pp=3.1970309431502475
after a song or two and before she could reply to the entreaties of several that she would sing again she was eagerly succeeded at the instrument by her sister mary who having in consequence of being the only plain one in the family worked hard for knowledge and accomplishments was always impatient for display	pp=4.09867486652207
mary had neither genius nor taste and though vanity had given her application it had given her likewise a pedantic air and conceited manner which would have injured a higher degree of excellence than she had reached	pp=3.9622931977738745
elizabeth easy and unaffected had been listened to with much more pleasure though not playing half so well and mary at the end of a long concerto was glad to purchase praise and gratitude by scotch and irish airs at the request of her younger sisters who with some of the lucases and two or three officers joined eagerly in dancing at one end of the room mr	pp=4.309183505778272
darcy stood near them in silent indignation at such a mode of passing the evening to the exclusion of all conversation and was too much engrossed by his own thoughts to perceive that sir william lucas was his neighbour till sir william thus began	pp=3.977894211746999
