avg_perplexity is:	2.5956186862220143
thanks old chap he cried briskly	pp=2.200515474247944
that will do nicely	pp=1.9997042050228047
switch off the current will you	pp=1.9873261146440988
he skipped off the gunrest and looked gravely at his watcher gathering about his legs the loose folds of his gown	pp=3.236444334500469
the plump shadowed face and sullen oval jowl recalled a prelate patron of arts in the middle ages	pp=3.3862770728579714
a pleasant smile broke quietly over his lips	pp=2.356264904653346
the mockery of it he said gaily	pp=1.79419192370589
your absurd name an ancient greek  he pointed his finger in friendly jest and went over to the parapet laughing to himself	pp=3.212532247701297
stephen dedalus stepped up followed him wearily halfway and sat down on the edge of the gunrest watching him still as he propped his mirror on the parapet dipped the brush in the bowl and lathered cheeks and neck	pp=3.7416951113497032
buck mulligans gay voice went on	pp=1.9816068224246202
my name is absurd too malachi mulligan two dactyls	pp=2.714418932888531
but it has a hellenic ring hasnt it	pp=2.335327136432166
tripping and sunny like the buck himself	pp=2.137846326886956
we must go to athens	pp=1.708452318661369
will you come if i can get the aunt to fork out twenty quid	pp=3.052459347360397
he laid the brush aside and laughing with delight cried  will he come	pp=3.087653602592869
the jejune jesuit  ceasing he began to shave with care	pp=3.0920103956401297
tell me mulligan stephen said quietly	pp=1.9908959412077945
yes my love	pp=2.2841309989795766
how long is haines going to stay in this tower	pp=2.5811973804973802
buck mulligan showed a shaven cheek over his right shoulder	pp=2.362609625850245
god isnt he dreadful	pp=1.4141312278109577
he said frankly	pp=8.274651107315561
a ponderous saxon	pp=1.9997990282790992
he thinks youre not a gentleman	pp=1.4654088863816959
god these bloody english bursting with money and indigestion	pp=2.6580236089258746
because he comes from oxford	pp=1.9908960047705369
you know dedalus you have the real oxford manner	pp=2.775065468132676
o my name for you is the best kinch the knifeblade	pp=2.778740836385216
he shaved warily over his chin	pp=1.9759677016389687
he was raving all night about a black panther stephen said	pp=2.695913326781696
where is his guncase	pp=1.4142033829311675
a woful lunatic mulligan said	pp=1.734038306172681
were you in a funk	pp=2.2183904090241664
i was stephen said with energy and growing fear	pp=2.9311768696922167
out here in the dark with a man i dont know raving and moaning to himself about shooting a black panther	pp=3.5711733651823376
you saved men from drowning	pp=1.4432273940436684
im not a hero however	pp=2.2959828911394955
if he stays on here i am off	pp=2.5562511887559394
buck mulligan frowned at the lather on his razorblade	pp=2.826394546683141
he hopped down from his perch and began to search his trouser pockets hastily	pp=2.4140134038009218
scutter he cried thickly	pp=1.4141589037894222
he came over to the gunrest and thrusting a hand into stephens upper pocket said  lend us a loan of your noserag to wipe my razor	pp=3.8858417704908983
stephen suffered him to pull out and hold up on show by its corner a dirty crumpled handkerchief	pp=3.3171157524839994
buck mulligan wiped the razorblade neatly	pp=2.0931107918632215
then gazing over the handkerchief he said  the bards noserag a new art colour for our irish poets snotgreen	pp=3.542359295280782
you can almost taste it cant you	pp=2.4106143679046377
he mounted to the parapet again and gazed out over dublin bay his fair oakpale hair stirring slightly	pp=3.2112845665417185
isnt the sea what algy calls it a great sweet mother	pp=2.4854005213616226
the snotgreen sea	pp=1.5865580814330227
the scrotumtightening sea	pp=1.5865580814330227
_epi oinopa ponton_	pp=1.1696019311582597
ah dedalus the greeks i must teach you	pp=2.3549658672244993
you must read them in the original	pp=2.7313379585141955
_thalatta thalatta_ she is our great sweet mother	pp=2.1114921503512907
come and look	pp=3.0205382798098244
stephen stood up and went over to the parapet	pp=2.5624234182074397
leaning on it he looked down on the water and on the mailboat clearing the harbourmouth of kingstown	pp=4.462116582934397
our mighty mother buck mulligan said	pp=2.2371713563030933
he turned abruptly his grey searching eyes from the sea to stephens face	pp=3.293195500414214
the aunt thinks you killed your mother he said	pp=1.6614642141854183
thats why she wont let me have anything to do with you	pp=2.7159701633653293
someone killed her stephen said gloomily	pp=1.9911101152559523
you could have knelt down damn it kinch when your dying mother asked you buck mulligan said	pp=3.142248088832215
im hyperborean as much as you	pp=2.926852010691086
and you refused	pp=4.577241293613106
there is something sinister in you	pp=1.9505497217334045
he broke off and lathered again lightly his farther cheek	pp=2.579030030970504
a tolerant smile curled his lips	pp=1.9751529979467033
but a lovely mummer he murmured to himself	pp=2.3238632349736323
kinch the loveliest mummer of them all  he shaved evenly and with care in silence seriously	pp=3.3882203044188537
stephen an elbow rested on the jagged granite leaned his palm against his brow and gazed at the fraying edge of his shiny black coatsleeve	pp=3.7249038149374707
pain that was not yet the pain of love fretted his heart	pp=2.8713226712753146
silently in a dream she had come to him after her death her wasted body within its loose brown graveclothes giving off an odour of wax and rosewood her breath that had bent upon him mute reproachful a faint odour of wetted ashes	pp=2.7453712913296835
across the threadbare cuffedge he saw the sea hailed as a great sweet mother by the wellfed voice beside him	pp=3.6109452905838992
the ring of bay and skyline held a dull green mass of liquid	pp=3.050822537399277
buck mulligan wiped again his razorblade	pp=2.21577201419728
ah poor dogsbody he said in a kind voice	pp=3.716626521840913
i must give you a shirt and a few noserags	pp=3.195150356907556
how are the secondhand breeks	pp=1.999911235545787
they fit well enough stephen answered	pp=1.9956540458098457
buck mulligan attacked the hollow beneath his underlip	pp=2.2851345580010936
the mockery of it he said contentedly	pp=1.79432087881771
secondleg they should be	pp=1.409835029626678
god knows what poxy bowsy left them off	pp=2.584906100112715
i have a lovely pair with a hair stripe grey	pp=3.2293241120661937
youll look spiffing in them	pp=1.6944010600299657
im not joking kinch	pp=1.413932496138033
you look damn well when youre dressed	pp=2.2016291052368997
i cant wear them if they are grey	pp=2.8063775621315075
he cant wear them buck mulligan told his face in the mirror	pp=3.227261534964543
etiquette is etiquette	pp=1.5873564065554633
he kills his mother but he cant wear grey trousers	pp=2.8063713783531483
he folded his razor neatly and with stroking palps of fingers felt the smooth skin	pp=2.902353229207397
stephen turned his gaze from the sea and to the plump face with its smokeblue mobile eyes	pp=3.8931824532028556
that fellow i was with in the ship last night said buck mulligan says you have g p i	pp=3.5676064779424723
hes up in dottyville with connolly norman	pp=2.1867758154534402
general paralysis of the insane  he swept the mirror a half circle in the air to flash the tidings abroad in sunlight now radiant on the sea	pp=3.4210435299142303
his curling shaven lips laughed and the edges of his white glittering teeth	pp=2.9172041110578766
laughter seized all his strong wellknit trunk	pp=2.188780853436193
look at yourself he said you dreadful bard  stephen bent forward and peered at the mirror held out to him cleft by a crooked crack	pp=3.6228919916839724
hair on end	pp=2.881001397425884
as he and others see me	pp=1.9929137006478332
who chose this face for me	pp=1.9777397052294299
this dogsbody to rid of vermin	pp=1.9492859011254957
it asks me too	pp=1.4104740070102575
i pinched it out of the skivvys room buck mulligan said	pp=4.125864217086838
it does her all right	pp=1.7306635857371555
the aunt always keeps plainlooking servants for malachi	pp=2.362904547210501
lead him not into temptation	pp=1.7380621428052228
and her name is ursula	pp=1.990532747010567
laughing again he brought the mirror away from stephens peering eyes	pp=2.856383573153535
the rage of caliban at not seeing his face in a mirror he said	pp=3.0872554455484056
if wilde were only alive to see you  drawing back and pointing stephen said with bitterness  it is a symbol of irish art	pp=3.921365790749343
the cracked lookingglass of a servant	pp=1.1838463773024515
buck mulligan suddenly linked his arm in stephens and walked with him round the tower his razor and mirror clacking in the pocket where he had thrust them	pp=3.6019512218529037
its not fair to tease you like that kinch is it	pp=2.6749204170911516
he said kindly	pp=8.275761597434535
god knows you have more spirit than any of them parried again	pp=2.9458295335427
he fears the lancet of my art as i fear that of his	pp=2.79013470540881
the cold steel pen	pp=1.6813405758495992
cracked lookingglass of a servant tell that to the oxy chap downstairs and touch him for a guinea	pp=3.1782231894887985
hes stinking with money and thinks youre not a gentleman	pp=2.3128348282116007
his old fellow made his tin by selling jalap to zulus or some bloody swindle or other	pp=3.2830250846906446
god kinch if you and i could only work together we might do something for the island hellenise it cranlys arm his arm	pp=3.6025682752962194
and to think of your having to beg from these swine	pp=3.578878692736875
im the only one that knows what you are	pp=2.4882917685057815
why dont you trust me more	pp=2.393440415602153
what have you up your nose against me	pp=2.797695462066109
is it haines	pp=5.660459632578632
if he makes any noise here ill bring down seymour and well give him a ragging worse than they gave clive kempthorpe	pp=3.584029926447168
young shouts of moneyed voices in clive kempthorpes rooms	pp=2.4860041517668825
palefaces they hold their ribs with laughter one clasping another	pp=2.6124302916799795
o i shall expire break the news to her gently aubrey i shall die with slit ribbons of his shirt whipping the air he hops and hobbles round the table with trousers down at heels chased by ades of magdalen with the tailors shears	pp=3.6199587740370975
a scared calfs face gilded with marmalade	pp=2.1850034094131443
a deaf gardener aproned masked with matthew arnolds face pushes his mower on the sombre lawn watching narrowly the dancing motes of grasshalms to ourselves new paganism omphalos	pp=3.3061948714219214
let him stay stephen said	pp=1.7316733796040205
theres nothing wrong with him except at night	pp=2.3411713699070815
then what is it	pp=1.404514484989984
cough it up	pp=1.168784974599609
im quite frank with you	pp=1.7076494613579276
what have you against me now	pp=2.5049100614381143
they halted looking towards the blunt cape of bray head that lay on the water like the snout of a sleeping whale	pp=3.6256612687860286
stephen freed his arm quietly	pp=1.7404373516742382
do you wish me to tell you he asked	pp=3.3994107178636686
yes what is it	pp=1.404514484989984
buck mulligan answered	pp=2.9980544611811712
i dont remember anything	pp=1.6799910870648016
he looked in stephens face as he spoke	pp=2.3520928288712524
a light wind passed his brow fanning softly his fair uncombed hair and stirring silver points of anxiety in his eyes	pp=3.179269017872217
stephen depressed by his own voice said  do you remember the first day i went to your house after my mothers death	pp=3.8581802779130037
buck mulligan frowned quickly and said  what where	pp=2.5269473390064827
i cant remember anything	pp=1.4134550075668182
i remember only ideas and sensations why	pp=2.1535789024587246
what happened in the name of god	pp=2.2115530086611814
you were making tea stephen said and went across the landing to get more hot water	pp=3.202028469855133
your mother and some visitor came out of the drawingroom	pp=3.883591721377924
she asked you who was in your room yes	pp=3.151679424828997
buck mulligan said	pp=1.6282854189548823
what did i say i forget	pp=2.4882606590163197
you said stephen answered _o its only dedalus whose mother is beastly dead_  a flush which made him seem younger and more engaging rose to buck mulligans cheek	pp=3.444350827286594
did i say that he asked well	pp=3.060679799367919
what harm is that	pp=1.3975807047248485
he shook his constraint from him nervously	pp=2.189862062530629
and what is death he asked your mothers or yours or my own	pp=2.870422189766454
you saw only your mother die	pp=1.9953402419237272
i see them pop off every day in the mater and richmond and cut up into tripes in the dissectingroom	pp=3.2726634144205686
its a beastly thing and nothing else	pp=2.156237627417376
it simply doesnt matter	pp=1.4137820749805188
you wouldnt kneel down to pray for your mother on her deathbed when she asked you why	pp=3.3688439334034226
because you have the cursed jesuit strain in you only its injected the wrong way	pp=3.132094960895684
to me its all a mockery and beastly	pp=2.503457373521926
her cerebral lobes are not functioning	pp=1.9906149675886486
she calls the doctor sir peter teazle and picks buttercups off the quilt	pp=2.816645366933339
humour her till its over	pp=1.7337337740768575
you crossed her last wish in death and yet you sulk with me because i dont whinge like some hired mute from lalouettes	pp=3.2666985148429295
absurd i suppose i did say it	pp=2.5498215046274444
i didnt mean to offend the memory of your mother	pp=3.0493805915293537
he had spoken himself into boldness	pp=1.995041716022886
of what then	pp=3.8788577901820664
buck mulligan asked	pp=3.37903646641334
of the offence to me stephen answered	pp=2.39793774629862
buck mulligan swung round on his heel	pp=2.173496972202031
o an impossible person he exclaimed	pp=1.978201520010309
he walked off quickly round the parapet	pp=2.1427105411697247
stephen stood at his post gazing over the calm sea towards the headland	pp=2.961314197733708
sea and headland now grew dim	pp=1.996184687948942
pulses were beating in his eyes veiling their sight and he felt the fever of his cheeks	pp=3.405330551028006
a voice within the tower called loudly  are you up there mulligan	pp=2.76054410842184
im coming buck mulligan answered	pp=1.7400060891633324
he turned towards stephen and said  look at the sea	pp=4.085582038333749
what does it care about offences	pp=1.9953974616400214
the sassenach wants his morning rashers	pp=1.9786328689152923
his head halted again for a moment at the top of the staircase level with the roof  dont mope over it all day he said im inconsequent	pp=3.5038306406533817
give up the moody brooding	pp=1.7410374320086612
his head vanished but the drone of his descending voice boomed out of the stairhead  and no more turn aside and brood upon loves bitter mystery for fergus rules the brazen cars	pp=3.5085926048636504
woodshadows floated silently by through the morning peace from the stairhead seaward where he gazed	pp=3.0611121732499855
inshore and farther out the mirror of water whitened spurned by lightshod hurrying feet	pp=3.027361045712242
white breast of the dim sea	pp=1.9320771486140973
the twining stresses two by two	pp=1.9829959187632458
a hand plucking the harpstrings merging their twining chords	pp=2.444620621466431
wavewhite wedded words shimmering on the dim tide	pp=2.3053674858512774
a cloud began to cover the sun slowly wholly shadowing the bay in deeper green	pp=2.1964272023239
it lay beneath him a bowl of bitter waters	pp=2.768862974205369
fergus song i sang it alone in the house holding down the long dark chords	pp=3.7973966604934883
her door was open she wanted to hear my music	pp=2.907303715120868
silent with awe and pity i went to her bedside	pp=3.0175223339245845
she was crying in her wretched bed	pp=2.160707876969724
for those words stephen loves bitter mystery where now	pp=2.710794610237299
her secrets old featherfans tasselled dancecards powdered with musk a gaud of amber beads in her locked drawer	pp=3.0816052503017324
a birdcage hung in the sunny window of her house when she was a girl	pp=3.8200801752523876
she heard old royce sing in the pantomime of turko the terrible and laughed with others when he sang  i am the boy that can enjoy invisibility	pp=3.876853611289994
phantasmal mirth folded away muskperfumed	pp=1.7393203690127956
folded away in the memory of nature with her toys	pp=3.4478172424396427
memories beset his brooding brain	pp=1.7409234627883745
her glass of water from the kitchen tap when she had approached the sacrament	pp=3.07004719699392
a cored apple filled with brown sugar roasting for her at the hob on a dark autumn evening	pp=3.2793486752171344
her shapely fingernails reddened by the blood of squashed lice from the childrens shirts	pp=3.2310524466539894
in a dream silently she had come to him her wasted body within its loose graveclothes giving off an odour of wax and rosewood her breath bent over him with mute secret words a faint odour of wetted ashes	pp=2.7738934786927842
her glazing eyes staring out of death to shake and bend my soul	pp=2.9621648807038974
on me alone	pp=3.8981474446878686
the ghostcandle to light her agony	pp=1.9886554645229408
ghostly light on the tortured face	pp=2.331351065021054
her hoarse loud breath rattling in horror while all prayed on their knees	pp=2.856598753346811
her eyes on me to strike me down	pp=2.524129661290179
_liliata rutilantium te confessorum turma circumdet iubilantium te virginum chorus excipiat_  ghoul chewer of corpses  no mother let me be and let me live	pp=3.491704163812845
kinch ahoy  buck mulligans voice sang from within the tower	pp=2.915550604545705
it came nearer up the staircase calling again	pp=2.749131952311563
stephen still trembling at his souls cry heard warm running sunlight and in the air behind him friendly words	pp=4.130469766755027
dedalus come down like a good mosey	pp=3.095536640854848
breakfast is ready	pp=1.587161283642778
haines is apologising for waking us last night	pp=2.3593807114491105
its all right	pp=1.5865683912872794
im coming stephen said turning	pp=1.7348821821658256
do for jesus sake buck mulligan said	pp=2.20211000730731
for my sake and for all our sakes	pp=2.930029555449503
his head disappeared and reappeared	pp=1.6868176325389275
i told him your symbol of irish art	pp=2.471911098573604
he says its very clever	pp=1.7395120476449826
touch him for a quid will you	pp=2.7372971973099487
a guinea i mean	pp=1.4139108189430163
i get paid this morning stephen said	pp=2.195859871606178
the school kip	pp=1.587345268005168
buck mulligan said how much four quid	pp=2.8430544314026553
lend us one	pp=1.987406298068307
if you want it stephen said	pp=2.645721840622418
four shining sovereigns buck mulligan cried with delight	pp=2.665147836957104
four omnipotent sovereigns	pp=1.5873291275048604
he flung up his hands and tramped down the stone stairs singing out of tune with a cockney accent  o wont we have a merry time drinking whisky beer and wine on coronation coronation day o wont we have a merry time on coronation day  warm sunshine merrying over the sea	pp=3.326160875811694
the nickel shavingbowl shone forgotten on the parapet	pp=2.305664340079335
why should i bring it down	pp=2.2241421437800035
or leave it there all day forgotten friendship	pp=2.366775622508383
he went over to it held it in his hands awhile feeling its coolness smelling the clammy slaver of the lather in which the brush was stuck	pp=3.879848433270411
so i carried the boat of incense then at clongowes	pp=2.519122882712215
i am another now and yet the same	pp=2.2580718847822054
a servant too	pp=2.489111639427858
a server of a servant	pp=1.705781330694062
in the gloomy domed livingroom of the tower buck mulligans gowned form moved briskly to and fro about the hearth hiding and revealing its yellow glow	pp=3.736964336989493
two shafts of soft daylight fell across the flagged floor from the high barbacans and at the meeting of their rays a cloud of coalsmoke and fumes of fried grease floated turning	pp=3.775745781442856
well be choked buck mulligan said	pp=1.9937682094747167
stephen laid the shavingbowl on the locker	pp=2.352845126869892
a tall figure rose from the hammock where it had been sitting went to the doorway and pulled open the inner doors	pp=4.078106423442333
have you the key	pp=2.2993892414082437
a voice asked	pp=2.5540570840684835
dedalus has it buck mulligan said	pp=1.9939522267314091
janey mack im choked  he howled without looking up from the fire  kinch  its in the lock stephen said coming forward	pp=3.9361488232700563
the key scraped round harshly twice and when the heavy door had been set ajar welcome light and bright air entered	pp=3.5039508247641558
haines stood at the doorway looking out	pp=2.5114000589188166
stephen haled his upended valise to the table and sat down to wait	pp=4.143217806159536
buck mulligan tossed the fry on to the dish beside him	pp=3.5176100206756047
then he carried the dish and a large teapot over to the table set them down heavily and sighed with relief	pp=3.8861854299411647
im melting he said as the candle remarked when	pp=2.8234134045846884
but hush not a word more on that subject kinch wake up bread butter honey	pp=3.1245457347846948
haines come in	pp=1.5535833576764146
the grub is ready	pp=1.4139910347400841
bless us o lord and these thy gifts	pp=2.3296955181842818
wheres the sugar	pp=3.2988703742185947
o jay theres no milk	pp=1.7365926839641617
stephen fetched the loaf and the pot of honey and the buttercooler from the locker	pp=2.906784312863279
buck mulligan sat down in a sudden pet	pp=2.8788251376933185
what sort of a kip is this he said	pp=2.741592860580321
i told her to come after eight	pp=2.804526268580222
theres a lemon in the locker	pp=1.8957793985452644
o damn you and your paris fads buck mulligan said	pp=2.592352767436881
i want sandycove milk	pp=1.4136690924826945
haines came in from the doorway and said quietly  that woman is coming up with the milk	pp=3.831828325245528
the blessings of god on you buck mulligan cried jumping up from his chair sit down	pp=3.652088246561116
pour out the tea there	pp=1.445022604835377
the sugar is in the bag	pp=2.6357929584814537
he hacked through the fry on the dish and slapped it out on three plates saying  _in nomine patris et filii et spiritus sancti_  haines sat down to pour out the tea	pp=3.8257665986010108
im giving you two lumps each he said	pp=2.353099998140672
but i say mulligan you do make strong tea dont you	pp=2.721667841067766
buck mulligan hewing thick slices from the loaf said in an old womans wheedling voice  when i makes tea i makes tea as old mother grogan said	pp=3.7153543982736643
and when i makes water i makes water	pp=2.8112159709875346
by jove it is tea haines said	pp=2.1938050494636334
buck mulligan went on hewing and wheedling  _so i do mrs cahill_ says she	pp=2.907361946902999
_begob maam_ says mrs cahill _god send you dont make them in the one pot_  he lunged towards his messmates in turn a thick slice of bread impaled on his knife	pp=3.935207737046474
thats folk he said very earnestly for your book haines	pp=2.9210952937147705
five lines of text and ten pages of notes about the folk and the fishgods of dundrum	pp=2.9273223864526745
printed by the weird sisters in the year of the big wind	pp=2.88577864620042
he turned to stephen and asked in a fine puzzled voice lifting his brows  can you recall brother is mother grogans tea and water pot spoken of in the mabinogion or is it in the upanishads	pp=3.8396580695266262
i doubt it said stephen gravely	pp=1.9915856074002367
do you now	pp=7.113443496882557
your reasons pray	pp=1.586978362003654
i fancy stephen said as he ate it did not exist in or out of the mabinogion	pp=4.4225766076008295
mother grogan was one imagines a kinswoman of mary ann	pp=2.5542624718867053
buck mulligans face smiled with delight	pp=1.9785317415655592
charming he said in a finical sweet voice showing his white teeth and blinking his eyes pleasantly	pp=3.428631898254484
do you think she was	pp=2.711167102471417
quite charming  then suddenly overclouding all his features he growled in a hoarsened rasping voice as he hewed again vigorously at the loaf  _for old mary ann  she doesnt care a damn	pp=3.420452051191769
but hising up her petticoats_  he crammed his mouth with fry and munched and droned	pp=3.0553878656506175
the doorway was darkened by an entering form	pp=2.362831461499537
the milk sir  come in maam mulligan said	pp=2.3401772009734536
kinch get the jug	pp=1.4141547017695748
an old woman came forward and stood by stephens elbow	pp=3.4109752753437697
thats a lovely morning sir she said	pp=2.196749877292335
glory be to god to whom	pp=2.4484777810401357
mulligan said glancing at her	pp=1.9642197332531832
ah to be sure  stephen reached back and took the milkjug from the locker	pp=3.2899967387209434
the islanders mulligan said to haines casually speak frequently of the collector of prepuces	pp=3.2559810353369922
how much sir	pp=3.7646623237225167
asked the old woman	pp=1.4130505602785968
a quart stephen said	pp=1.4082381919493843
he watched her pour into the measure and thence into the jug rich white milk not hers	pp=3.14556244371602
old shrunken paps	pp=1.5873506092319156
old and secret she had entered from a morning world maybe a messenger	pp=2.839052591791433
she praised the goodness of the milk pouring it out	pp=2.6694714265803805
crouching by a patient cow at daybreak in the lush field a witch on her toadstool her wrinkled fingers quick at the squirting dugs	pp=3.247591279847534
they lowed about her whom they knew dewsilky cattle	pp=2.504126320606101
silk of the kine and poor old woman names given her in old times	pp=2.96489976444986
a wandering crone lowly form of an immortal serving her conqueror and her gay betrayer their common cuckquean a messenger from the secret morning	pp=3.2514326746769804
to serve or to upbraid whether he could not tell but scorned to beg her favour	pp=3.375205816038154
it is indeed maam buck mulligan said pouring milk into their cups	pp=3.4618093272786483
he drank at her bidding	pp=1.7297771569922793
if we could live on good food like that he said to her somewhat loudly we wouldnt have the country full of rotten teeth and rotten guts	pp=4.140649327094864
living in a bogswamp eating cheap food and the streets paved with dust horsedung and consumptives spits	pp=3.0166703389462604
are you a medical student sir	pp=2.5161707712402075
the old woman asked	pp=2.206307658181689
i am maam buck mulligan answered	pp=2.2425008909482056
look at that now she said	pp=2.22551579020952
stephen listened in scornful silence	pp=1.7407047817541212
she bows her old head to a voice that speaks to her loudly her bonesetter her medicineman me she slights	pp=3.2719757643548055
to the voice that will shrive and oil for the grave all there is of her but her womans unclean loins of mans flesh made not in gods likeness the serpents prey	pp=3.5163940327756675
and to the loud voice that now bids her be silent with wondering unsteady eyes	pp=3.407601564173679
do you understand what he says	pp=2.646779889078206
stephen asked her	pp=2.771696899366762
is it french you are talking sir	pp=2.418865024731151
the old woman said to haines	pp=2.239217007454198
haines spoke to her again a longer speech confidently	pp=2.857341601954239
irish buck mulligan said	pp=1.4091509357809198
is there gaelic on you	pp=1.7152045189412863
i thought it was irish she said by the sound of it	pp=3.300667552438585
are you from the west sir	pp=2.107992347071152
i am an englishman haines answered	pp=2.2435775818699666
hes english buck mulligan said and he thinks we ought to speak irish in ireland	pp=3.677994041486981
im told its a grand language by them that knows	pp=2.7686914858498706
grand is no name for it said buck mulligan wonderful entirely	pp=2.8915309117498196
fill us out some more tea kinch	pp=2.2031065618936956
would you like a cup maam	pp=2.2921723087669714
no thank you sir the old woman said slipping the ring of the milkcan on her forearm and about to go	pp=3.4911785554289994
we had better pay her mulligan hadnt we	pp=2.7111170702752885
stephen filled again the three cups bill sir	pp=2.309975724620323
she said halting	pp=4.378639156171317
well its seven mornings a pint at twopence is seven twos is a shilling and twopence over and these three mornings a quart at fourpence is three quarts is a shilling	pp=3.4707033648820587
thats a shilling and one and two is two and two sir	pp=3.3198828329207415
buck mulligan sighed and having filled his mouth with a crust thickly buttered on both sides stretched forth his legs and began to search his trouser pockets	pp=3.1339453106045503
pay up and look pleasant haines said to him smiling	pp=3.328881038128462
buck mulligan brought up a florin twisted it round in his fingers and cried  a miracle  he passed it along the table towards the old woman saying  ask nothing more of me sweet	pp=3.725858189950464
all i can give you i give	pp=2.4147609825031333
stephen laid the coin in her uneager hand	pp=2.5426744854433827
well owe twopence he said	pp=1.7138180934208822
time enough sir she said taking the coin time enough	pp=2.8787920082213314
good morning sir	pp=1.2263850346485834
she curtseyed and went out followed by buck mulligans tender chant  _heart of my heart were it more  more would be laid at your feet_  he turned to stephen and said  seriously dedalus im stony	pp=3.4613044633508347
hurry out to your school kip and bring us back some money	pp=2.942693472994397
today the bards must drink and junket	pp=1.8907532317097557
ireland expects that every man this day will do his duty	pp=2.891250747890407
that reminds me haines said rising that i have to visit your national library today	pp=3.5093077319215156
our swim first buck mulligan said	pp=1.9938580274438045
he turned to stephen and asked blandly  is this the day for your monthly wash kinch	pp=3.0280937521211486
then he said to haines  the unclean bard makes a point of washing once a month	pp=3.7015989803460285
all ireland is washed by the gulfstream stephen said as he let honey trickle over a slice of the loaf	pp=3.1704131663471826
haines from the corner where he was knotting easily a scarf about the loose collar of his tennis shirt spoke  i intend to make a collection of your sayings if you will let me	pp=3.943793310777346
speaking to me	pp=1.471175060497172
they wash and tub and scrub	pp=1.9415855334798362
agenbite of inwit conscience	pp=1.860916795214751
yet heres a spot	pp=1.4140448931371545
that one about the cracked lookingglass of a servant being the symbol of irish art is deuced good	pp=2.563817579954001
buck mulligan kicked stephens foot under the table and said with warmth of tone  wait till you hear him on hamlet haines	pp=3.6099524047163984
well i mean it haines said still speaking to stephen	pp=2.592746377374649
i was just thinking of it when that poor old creature came in	pp=3.4110200326913818
would i make any money by it stephen asked	pp=2.494453249634779
haines laughed and as he took his soft grey hat from the holdfast of the hammock said  i dont know im sure	pp=4.552807594954938
buck mulligan bent across to stephen and said with coarse vigour  you put your hoof in it now	pp=3.687050070560603
what did you say that for well stephen said	pp=2.805820477702354
the problem is to get money from whom	pp=2.340144963941115
from the milkwoman or from him	pp=1.972259098034302
its a toss up i think	pp=1.9811716276071967
i blow him out about you buck mulligan said and then you come along with your lousy leer and your gloomy jesuit jibes	pp=3.6849530937209773
i see little hope stephen said from her or from him	pp=2.868595145582785
buck mulligan sighed tragically and laid his hand on stephens arm	pp=3.345958300356089
from me kinch he said	pp=1.7135724339703733
in a suddenly changed tone he added  to tell you the gods truth i think youre right	pp=3.605079560704148
damn all else they are good for	pp=2.1846519025729787
why dont you play them as i do	pp=2.943696340300713
to hell with them all	pp=1.8927976791669623
he stood up gravely ungirdled and disrobed himself of his gown saying resignedly  mulligan is stripped of his garments	pp=3.5324886731796767
he emptied his pockets on to the table	pp=2.6226245435264004
theres your snotrag he said	pp=1.7121404223364562
and putting on his stiff collar and rebellious tie he spoke to them chiding them and to his dangling watchchain	pp=3.358349544358962
his hands plunged and rummaged in his trunk while he called for a clean handkerchief	pp=2.919195116184209
god well simply have to dress the character	pp=2.2796339712625264
i want puce gloves and green boots contradiction	pp=2.0765278448982585
