avg_perplexity is:	1.6510589552417863
the girls grieved over such a number of ladies but were comforted the day before the ball by hearing that instead of twelve he had brought only six with him from london his five sisters and a cousin	pp=1.600787210879842
bingley his two sisters the husband of the eldest and another young man mr	pp=1.5362421924425906
bingley was good looking and gentlemanlike he had a pleasant countenance and easy unaffected manners	pp=1.490222100018617
his sisters were fine women with an air of decided fashion	pp=1.6575898964503617
his brotherinlaw mr	pp=1.440001604819328
hurst merely looked the gentleman but his friend mr	pp=1.342723587105939
darcy soon drew the attention of the room by his fine tall person handsome features noble mien and the report which was in general circulation within five minutes after his entrance of his having ten thousand a year	pp=1.6661127084863592
bingley and he was looked at with great admiration for about half the evening till his manners gave a disgust which turned the tide of his popularity for he was discovered to be proud to be above his company and above being pleased and not all his large estate in derbyshire could then save him from having a most forbidding disagreeable countenance and being unworthy to be compared with his friend mr	pp=1.6243454294139317
bingley had soon made himself acquainted with all the principal people in the room he was lively and unreserved danced every dance was angry that the ball closed so early and talked of giving one himself at netherfield	pp=1.7174845403338643
such amiable qualities must speak for themselves	pp=1.348238192786592
what a contrast between him and his friend mr	pp=1.7551182878610303
darcy danced only once with mrs	pp=1.2238620407235672
hurst and once with miss bingley declined being introduced to any other lady and spent the rest of the evening in walking about the room speaking occasionally to one of his own party	pp=2.0387017576675754
his character was decided	pp=1.4447129011358695
he was the proudest most disagreeable man in the world and every body hoped that he would never come there again	pp=2.057978395850192
amongst the most violent against him was mrs	pp=1.3423466948419598
bennet whose dislike of his general behaviour was sharpened into particular resentment by his having slighted one of her daughters	pp=1.542014037975052
elizabeth bennet had been obliged by the scarcity of gentlemen to sit down for two dances and during part of that time mr	pp=1.6661852326240323
bingley who came from the dance for a few minutes to press his friend to join it	pp=1.754004256966223
come darcy said he i must have you dance	pp=1.8252501297238817
i hate to see you standing about by yourself in this stupid manner	pp=1.4856110668983888
you had much better dance	pp=1.4027276199741905
at such an assembly as this it would be insupportable	pp=2.073973835440841
i would not be so fastidious as you are cried bingley for a kingdom upon my honour i never met with so many pleasant girls in my life as i have this evening and there are several of them you see uncommonly pretty	pp=2.018691399451217
_you_ are dancing with the only handsome girl in the room said mr	pp=1.763787028118159
darcy looking at the eldest miss bennet	pp=1.2904663325126637
oh she is the most beautiful creature i ever beheld but there is one of her sisters sitting down just behind you who is very pretty and i dare say very agreeable	pp=2.0722626109956526
do let me ask my partner to introduce you	pp=1.3176222651433502
which do you mean	pp=1.165648711302369
and turning round he looked for a moment at elizabeth till catching her eye he withdrew his own and coldly said she is tolerable but not handsome enough to tempt _me_ and i am in no humour at present to give consequence to young ladies who are slighted by other men	pp=1.812355026161788
you had better return to your partner and enjoy her smiles for you are wasting your time with me mr	pp=1.5912382282357136
bingley followed his advice mr	pp=1.1595228025868092
darcy walked off and elizabeth remained with no very cordial feelings towards him	pp=1.3918872295513092
she told the story however with great spirit among her friends for she had a lively playful disposition which delighted in any thing ridiculous	pp=1.7108829856707612
the evening altogether passed off pleasantly to the whole family mrs	pp=1.528380586639274
bennet had seen her eldest daughter much admired by the netherfield party mr	pp=1.558649372361344
bingley had danced with her twice and she had been distinguished by his sisters	pp=1.9820985472865185
jane was as much gratified by this as her mother could be though in a quieter way	pp=1.824552784561108
elizabeth felt janes pleasure	pp=1.0727093992595127
mary had heard herself mentioned to miss bingley as the most accomplished girl in the neighbourhood and catherine and lydia had been fortunate enough to be never without partners which was all that they had yet learnt to care for at a ball	pp=2.0113826174308227
they returned therefore in good spirits to longbourn the village where they lived and of which they were the principal inhabitants	pp=1.5723455162835551
they found mr	pp=1.794614582331775
bennet still up	pp=1.8004714238597412
with a book he was regardless of time and on the present occasion he had a good deal of curiosity as to the event of an evening which had raised such splendid expectations	pp=2.029578616679539
he had rather hoped that all his wifes views on the stranger would be disappointed but he soon found that he had a very different story to hear	pp=1.9997006765697265
oh my dear mr	pp=1.8026176169292376
bennet as she entered the room we have had a most delightful evening a most excellent ball	pp=1.9206184546080527
i wish you had been there	pp=1.579558339447004
jane was so admired nothing could be like it	pp=1.4770602116463427
every body said how well she looked and mr	pp=1.4043056064093087
bingley thought her quite beautiful and danced with her twice	pp=1.283469733227843
only think of _that_ my dear he actually danced with her twice and she was the only creature in the room that he asked a second time	pp=2.0614843765220576
then the two third he danced with miss king and the two fourth with maria lucas and the two fifth with jane again and the two sixth with lizzy and the boulanger  if he had had any compassion for _me_ cried her husband impatiently he would not have danced half so much for gods sake say no more of his partners	pp=1.8703780200248858
oh that he had sprained his ancle in the first dance  oh my dear continued mrs	pp=2.022779029220772
bennet i am quite delighted with him	pp=1.9182283831318614
he is so excessively handsome and his sisters are charming women	pp=1.6793438991306537
i never in my life saw any thing more elegant than their dresses	pp=1.626352665578626
hursts gown  here she was interrupted again mr	pp=1.2741828468151601
bennet protested against any description of finery	pp=1.228569696690981
she was therefore obliged to seek another branch of the subject and related with much bitterness of spirit and some exaggeration the shocking rudeness of mr darcy	pp=1.5397869223134262
but i can assure you she added that lizzy does not lose much by not suiting _his_ fancy for he is a most disagreeable horrid man not at all worth pleasing	pp=1.8673428532196357
so high and so conceited that there was no enduring him he walked here and he walked there fancying himself so very great not handsome enough to dance with i wish you had been there my dear to have given him one of your set downs	pp=1.841413668322516
i quite detest the man chapter iv	pp=1.2221800864192622
when jane and elizabeth were alone the former who had been cautious in her praise of mr	pp=1.8565639779385155
he is just what a young man ought to be said she sensible good humoured lively and i never saw such happy mannersso much ease with such perfect good breeding  he is also handsome replied elizabeth which a young man ought likewise to be if he possibly can	pp=1.8529893721086084
his character is thereby complete	pp=1.1609388292828622
i was very much flattered by his asking me to dance a second time	pp=1.5549294535707607
i did not expect such a compliment	pp=2.226980504496573
did not you	pp=3.1045446566316603
_i_ did for you	pp=1.1229117925832663
but that is one great difference between us	pp=1.6007101528254504
compliments always take _you_ by surprise and _me_ never	pp=1.337178248962605
what could be more natural than his asking you again	pp=1.644725878576572
he could not help seeing that you were about five times as pretty as every other woman in the room	pp=1.9295653090801321
no thanks to his gallantry for that	pp=1.318548970128583
you have liked many a stupider person	pp=1.342232420245351
dear lizzy  oh you are a great deal too apt you know to like people in general	pp=1.8623181989230446
you never see a fault in any body	pp=1.3412307131298309
i never heard you speak ill of a human being in my life	pp=1.7380910187631855
i would wish not to be hasty in censuring any one but i always speak what i think	pp=1.8257337115753816
i know you do and it is _that_ which makes the wonder	pp=1.8178701995004485
with _your_ good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enoughone meets it every where	pp=1.5098176995199242
but to be candid without ostentation or designto take the good of every bodys character and make it still better and say nothing of the badbelongs to you alone	pp=1.5920731288618237
and so you like this mans sisters too do you	pp=1.2761109039486418
their manners are not equal to his	pp=1.489605084772317
but they are very pleasing women when you converse with them	pp=1.4919377312242814
miss bingley is to live with her brother and keep his house and i am much mistaken if we shall not find a very charming neighbour in her	pp=2.0493027974024427
elizabeth listened in silence but was not convinced their behaviour at the assembly had not been calculated to please in general and with more quickness of observation and less pliancy of temper than her sister and with a judgment too unassailed by any attention to herself she was very little disposed to approve them	pp=1.9351565802741506
they were in fact very fine ladies not deficient in good humour when they were pleased nor in the power of being agreeable where they chose it but proud and conceited	pp=1.7655629751852409
they were rather handsome had been educated in one of the first private seminaries in town had a fortune of twenty thousand pounds were in the habit of spending more than they ought and of associating with people of rank and were therefore in every respect entitled to think well of themselves and meanly of others	pp=1.7790324353153655
they were of a respectable family in the north of england a circumstance more deeply impressed on their memories than that their brothers fortune and their own had been acquired by trade mr	pp=1.5934025317181717
bingley inherited property to the amount of nearly an hundred thousand pounds from his father who had intended to purchase an estate but did not live to do itmr	pp=1.4848778336828035
bingley intended it likewise and sometimes made choice of his county but as he was now provided with a good house and the liberty of a manor it was doubtful to many of those who best knew the easiness of his temper whether he might not spend the remainder of his days at netherfield and leave the next generation to purchase	pp=1.760168980201598
his sisters were very anxious for his having an estate of his own but though he was now established only as a tenant miss bingley was by no means unwilling to preside at his table nor was mrs	pp=2.029341205707993
hurst who had married a man of more fashion than fortune less disposed to consider his house as her home when it suited her mr	pp=1.6117522451710853
bingley had not been of age two years when he was tempted by an accidental recommendation to look at netherfield house	pp=1.824458270727481
he did look at it and into it for half an hour was pleased with the situation and the principal rooms satisfied with what the owner said in its praise and took it immediately	pp=1.7137946502764188
between him and darcy there was a very steady friendship in spite of a great opposition of characterbingley was endeared to darcy by the easiness openness ductility of his temper though no disposition could offer a greater contrast to his own and though with his own he never appeared dissatisfied	pp=1.8910308787365007
on the strength of darcys regard bingley had the firmest reliance and of his judgment the highest opinion	pp=1.6202745423369318
bingley was by no means deficient but darcy was clever	pp=1.6743558361839572
he was at the same time haughty reserved and fastidious and his manners though well bred were not inviting	pp=1.5713261697678438
in that respect his friend had greatly the advantage	pp=1.6409040399134847
bingley was sure of being liked wherever he appeared darcy was continually giving offence	pp=1.4903627832370039
the manner in which they spoke of the meryton assembly was sufficiently characteristic	pp=1.6949552095772902
bingley had never met with pleasanter people or prettier girls in his life every body had been most kind and attentive to him there had been no formality no stiffness he had soon felt acquainted with all the room and as to miss bennet he could not conceive an angel more beautiful	pp=1.9361677043696146
darcy on the contrary had seen a collection of people in whom there was little beauty and no fashion for none of whom he had felt the smallest interest and from none received either attention or pleasure	pp=1.760882970172519
miss bennet he acknowledged to be pretty but she smiled too much mrs	pp=1.596656666287434
hurst and her sister allowed it to be sobut still they admired her and liked her and pronounced her to be a sweet girl and one whom they should not object to know more of	pp=2.1107153032267982
miss bennet was therefore established as a sweet girl and their brother felt authorised by such commendation to think of her as he chose chapter v	pp=1.8199458894763794
within a short walk of longbourn lived a family with whom the bennets were particularly intimate	pp=1.6087219455268371
sir william lucas had been formerly in trade in meryton where he had made a tolerable fortune and risen to the honour of knighthood by an address to the king during his mayoralty	pp=1.6806895743492194
the distinction had perhaps been felt too strongly	pp=1.1955167737567403
it had given him a disgust to his business and to his residence in a small market town and quitting them both he had removed with his family to a house about a mile from meryton denominated from that period lucas lodge where he could think with pleasure of his own importance and unshackled by business occupy himself solely in being civil to all the world	pp=1.7499196826386454
for though elated by his rank it did not render him supercilious on the contrary he was all attention to every body	pp=1.6199185199746649
by nature inoffensive friendly and obliging his presentation at st	pp=1.1723426580728946
lady lucas was a very good kind of woman not too clever to be a valuable neighbour to mrs	pp=1.9845874555102982
bennetthey had several children	pp=1.0720143207407944
the eldest of them a sensible intelligent young woman about twentyseven was elizabeths intimate friend	pp=1.3565658373348013
that the miss lucases and the miss bennets should meet to talk over a ball was absolutely necessary and the morning after the assembly brought the former to longbourn to hear and to communicate	pp=1.8198998738923091
bennet with civil selfcommand to miss lucas	pp=1.1998584994685615
_you_ were mr	pp=1.258436443381404
bingleys first choice	pp=1.257880778435086
yesbut he seemed to like his second better	pp=1.5156306521106249
to be sure that _did_ seem as if he admired herindeed i rather believe he _did_i heard something about itbut i hardly know whatsomething about mr robinson	pp=1.698486410430119
perhaps you mean what i overheard between him and mr	pp=1.4967743001247327
robinson did not i mention it to you mr	pp=1.7175400009569393
robinsons asking him how he liked our meryton assemblies and whether he did not think there were a great many pretty women in the room and _which_ he thought the prettiest	pp=2.0251899766932833
and his answering immediately to the last questionoh the eldest miss bennet beyond a doubt there cannot be two opinions on that point	pp=1.5359535862933351
upon my wordwell that was very decided indeedthat does seem as ifbut however it may all come to nothing you know	pp=1.3840860542767337
_my_ overhearings were more to the purpose than _yours_ eliza said charlotte mr	pp=1.4162461759372023
darcy is not so well worth listening to as his friend is hepoor elizato be only just _tolerable_	pp=1.7005745018476595
i beg you would not put it into lizzys head to be vexed by his illtreatment for he is such a disagreeable man that it would be quite a misfortune to be liked by him mrs	pp=1.9689589459348016
long told me last night that he sat close to her for half an hour without once opening his lips	pp=1.738922985657998
are you quite sure maamis not there a little mistake	pp=1.365787017604745
said janei certainly saw mr	pp=1.1178459635115257
darcy speaking to her	pp=1.1430186339074602
ayebecause she asked him at last how he liked netherfield and he could not help answering herbut she said he seemed very angry at being spoke to	pp=1.8448118790462829
miss bingley told me said jane that he never speaks much unless among his intimate acquaintance	pp=1.6219062438786687
with _them_ he is remarkably agreeable	pp=1.224089483799787
i do not believe a word of it my dear	pp=2.2904212582589283
if he had been so very agreeable he would have talked to mrs long	pp=2.415350627949887
but i can guess how it was every body says that he is ate up with pride and i dare say he had heard somehow that mrs	pp=1.985363036274937
i do not mind his not talking to mrs	pp=1.9766600614824543
long said miss lucas but i wish he had danced with eliza	pp=1.6875971736336635
another time lizzy said her mother i would not dance with _him_ if i were you	pp=1.9215421972170355
his pride said miss lucas does not offend _me_ so much as pride often does because there is an excuse for it	pp=1.6559902467677066
if i may so express it he has a _right_ to be proud	pp=1.5335329176300572
that is very true replied elizabeth and i could easily forgive _his_ pride if he had not mortified _mine_	pp=2.040047058145477
pride observed mary who piqued herself upon the solidity of her reflections is a very common failing i believe	pp=1.550546348611047
a person may be proud without being vain	pp=1.3268355350734753
pride relates more to our opinion of ourselves vanity to what we would have others think of us	pp=1.5031405950836825
if i were as rich as mr	pp=1.5187241359910262
i would keep a pack of foxhounds and drink a bottle of wine every day	pp=1.231910406616316
then you would drink a great deal more than you ought said mrs	pp=1.7211039925598146
bennet and if i were to see you at it i should take away your bottle directly	pp=1.9530210648699904
the boy protested that she should not she continued to declare that she would and the argument ended only with the visit chapter vi	pp=1.784761894388083
the ladies of longbourn soon waited on those of netherfield	pp=1.479471186418726
the visit was returned in due form	pp=1.3626853310841398
hurst and miss bingley and though the mother was found to be intolerable and the younger sisters not worth speaking to a wish of being better acquainted with _them_ was expressed towards the two eldest	pp=1.8077320564425963
by jane this attention was received with the greatest pleasure but elizabeth still saw superciliousness in their treatment of every body hardly excepting even her sister and could not like them though their kindness to jane such as it was had a value as arising in all probability from the influence of their brothers admiration	pp=1.876985920321251
it was generally evident whenever they met that he _did_ admire her and to _her_ it was equally evident that jane was yielding to the preference which she had begun to entertain for him from the first and was in a way to be very much in love but she considered with pleasure that it was not likely to be discovered by the world in general since jane united with great strength of feeling a composure of temper and a uniform cheerfulness of manner which would guard her from the suspicions of the impertinent	pp=1.945615184733614
she mentioned this to her friend miss lucas	pp=1.4607333663356619
it may perhaps be pleasant replied charlotte to be able to impose on the public in such a case but it is sometimes a disadvantage to be so very guarded	pp=2.0524216210741306
if a woman conceals her affection with the same skill from the object of it she may lose the opportunity of fixing him and it will then be but poor consolation to believe the world equally in the dark	pp=1.8073093287645094
there is so much of gratitude or vanity in almost every attachment that it is not safe to leave any to itself	pp=1.8055799012116192
we can all _begin_ freelya slight preference is natural enough but there are very few of us who have heart enough to be really in love without encouragement	pp=1.6662753372221537
in nine cases out of ten a woman had better shew _more_ affection than she feels	pp=1.3827045158189504
bingley likes your sister undoubtedly but he may never do more than like her if she does not help him on	pp=1.662500006866111
if _i_ can perceive her regard for him he must be a simpleton indeed not to discover it too	pp=1.8861153895627094
remember eliza that he does not know janes disposition as you do	pp=1.829553974201215
but if a woman is partial to a man and does not endeavour to conceal it he must find it out	pp=1.797801255703187
perhaps he must if he sees enough of her	pp=1.3487171055135574
jane should therefore make the most of every half hour in which she can command his attention	pp=1.7004700277328686
your plan is a good one replied elizabeth where nothing is in question but the desire of being well married and if i were determined to get a rich husband or any husband i dare say i should adopt it	pp=1.8423414278156547
but these are not janes feelings she is not acting by design	pp=1.5980822485688033
as yet she cannot even be certain of the degree of her own regard nor of its reasonableness	pp=1.6911701803240515
she danced four dances with him at meryton she saw him one morning at his own house and has since dined in company with him four times	pp=1.7968811016775532
this is not quite enough to make her understand his character	pp=2.188897109001738
had she merely _dined_ with him she might only have discovered whether he had a good appetite but you must remember that four evenings have been also spent togetherand four evenings may do a great deal	pp=1.5948589854451487
well said charlotte i wish jane success with all my heart and if she were married to him tomorrow i should think she had as good a chance of happiness as if she were to be studying his character for a twelvemonth	pp=2.0070261530350533
happiness in marriage is entirely a matter of chance	pp=1.4293082361675995
they always continue to grow sufficiently unlike afterwards to have their share of vexation and it is better to know as little as possible of the defects of the person with whom you are to pass your life	pp=1.7700281984271726
you know it is not sound and that you would never act in this way yourself	pp=2.1752119755715484
occupied in observing mr	pp=1.064097484887952
darcy had at first scarcely allowed her to be pretty he had looked at her without admiration at the ball and when they next met he looked at her only to criticise	pp=2.0139909333868746
but no sooner had he made it clear to himself and his friends that she had hardly a good feature in her face than he began to find it was rendered uncommonly intelligent by the beautiful expression of her dark eyes	pp=1.9115372575933935
to this discovery succeeded some others equally mortifying	pp=1.2635644221906734
though he had detected with a critical eye more than one failure of perfect symmetry in her form he was forced to acknowledge her figure to be light and pleasing and in spite of his asserting that her manners were not those of the fashionable world he was caught by their easy playfulness	pp=1.7508628335536995
he began to wish to know more of her and as a step towards conversing with her himself attended to her conversation with others	pp=1.9188719117566784
his doing so drew her notice	pp=1.1518668128353509
it was at sir william lucass where a large party were assembled	pp=1.5071870365148707
what does mr	pp=1.6965390297472374
darcy mean said she to charlotte by listening to my conversation with colonel forster	pp=1.4784920278419011
that is a question which mr	pp=1.4293096911707888
darcy only can answer	pp=1.1237978029245472
but if he does it any more i shall certainly let him know that i see what he is about	pp=2.1016977374425068
he has a very satirical eye and if i do not begin by being impertinent myself i shall soon grow afraid of him	pp=1.8981352864476047
on his approaching them soon afterwards though without seeming to have any intention of speaking miss lucas defied her friend to mention such a subject to him which immediately provoking elizabeth to do it she turned to him and said  did not you think mr	pp=1.921919819808876
darcy that i expressed myself uncommonly well just now when i was teazing colonel forster to give us a ball at meryton	pp=1.631417004779234
with great energybut it is a subject which always makes a lady energetic	pp=1.7707616809975324
you are severe on us	pp=1.0852815706145864
it will be _her_ turn soon to be teazed said miss lucas	pp=1.7550353210159828
i am going to open the instrument eliza and you know what follows	pp=1.6230212980396987
you are a very strange creature by way of a friendalways wanting me to play and sing before any body and every bodyif my vanity had taken a musical turn you would have been invaluable but as it is i would really rather not sit down before those who must be in the habit of hearing the very best performers	pp=1.8987721887614357
on miss lucass persevering however she added very well if it must be so it must	pp=1.7291683634002544
and gravely glancing at mr	pp=1.1418979991412692
her performance was pleasing though by no means capital	pp=1.6248513494222483
after a song or two and before she could reply to the entreaties of several that she would sing again she was eagerly succeeded at the instrument by her sister mary who having in consequence of being the only plain one in the family worked hard for knowledge and accomplishments was always impatient for display	pp=1.7538407228333976
mary had neither genius nor taste and though vanity had given her application it had given her likewise a pedantic air and conceited manner which would have injured a higher degree of excellence than she had reached	pp=1.6256347047291353
elizabeth easy and unaffected had been listened to with much more pleasure though not playing half so well and mary at the end of a long concerto was glad to purchase praise and gratitude by scotch and irish airs at the request of her younger sisters who with some of the lucases and two or three officers joined eagerly in dancing at one end of the room mr	pp=1.830141168975446
